,position,song,artist,popularity,duration_ms,album_type,release_date
403,4,EL TONTO,Lola Indigo,83,187986,album,2023-04-13
404,5,El Merengue,Marshmello & Manuel Turizo,91,189668,single,2023-03-03
405,6,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,2023-03-24
406,7,Clavaito,Chanel & Abraham Mateo,80,162740,single,2023-04-27
407,8,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,83,215600,single,2023-05-12
408,9,Mami Chula,Jhayco & Quevedo,86,220600,single,2023-04-28
409,10,Classy 101,Feid & Young Miko,96,195986,single,2023-03-31
410,11,Nochentera,Vicco,81,202184,single,2022-12-19
411,12,Todo Contigo,Álvaro De Luna,79,165527,single,2023-03-17
412,13,Yandel 150,Yandel,90,216148,album,2023-01-13
413,14,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2023-03-17
414,15,TQG,KAROL G,96,197933,album,2023-02-24
415,16,PLAYA DEL INGLÉS,Quevedo,83,237525,album,2023-01-20
416,17,Ella Baila Sola,Eslabon Armado,91,165671,album,2023-04-28
417,18,Coco Chanel,Eladio Carrion,92,208125,album,2023-03-17
418,19,Arena y Sal,Omar Montes & Saiko & Tunvao,70,174415,single,2023-05-18
419,20,La Bachata,Manuel Turizo,87,162637,album,2023-03-17
420,21,Rara Vez,Taiu & Milo j,91,128677,single,2023-02-08
421,22,WANDA,Quevedo,87,160909,album,2023-01-20
422,23,Cupido,TINI,84,174369,album,2023-02-16
423,24,Si La Calle Llama - Remix,Eladio Carrion,86,240000,album,2023-03-17
424,25,Los Ángeles,Aitana,83,158483,single,2023-03-29
425,26,PUNTO G,Quevedo,86,151324,album,2023-01-20
426,27,MERCHO,LiL CaKe & Migrantes,90,161451,single,2022-12-16
427,28,Niña Bonita,Feid & Sean Paul,89,187653,single,2023-04-21
428,29,69,Nicky Jam & Feid,79,221935,single,2023-05-19
429,30,Mi Nena Remix,Maikel Delacalle & Quevedo,81,220000,single,2023-03-23
430,31,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,93,198937,single,2022-07-06
431,32,Hey Mor,Ozuna,91,196600,album,2022-10-07
432,33,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,2023-04-17
433,34,Antes,Rvfv & Edu García,79,153684,single,2023-03-10
434,35,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,94,214945,single,2023-01-11
435,36,Que te vaya bien,Rvfv,77,204960,single,2023-04-21
436,37,Tattoo,Loreen,92,183374,single,2023-02-25
437,38,CHORRITO PA LAS ANIMAS,Feid,91,168133,single,2022-12-02
438,39,Andando,Morad,73,261713,album,2023-05-12
439,40,La Jumpa,Arcángel,87,255693,album,2022-12-01
440,41,Arranca (feat. Omega),Becky G & Omega,83,166529,single,2023-03-10
441,42,Polaris,Saiko,77,192122,single,2022-08-26
442,43,MEMORIAS,Mora,82,228750,album,2022-04-01
443,44,REMIX EXCLUSIVO,Feid,87,206946,single,2023-03-17
444,45,Flowers,Miley Cyrus,91,200600,album,2023-03-10
446,47,VISTA AL MAR,Quevedo,82,180672,album,2023-01-20
447,48,Amanece,Anuel AA & Haze,84,190004,single,2018-12-14
448,49,No Estuviste En Lo Malo,Morad,72,247680,album,2023-05-12
449,50,AMARGURA,KAROL G,85,170480,album,2023-02-24
450,1,WHERE SHE GOES,Bad Bunny,92,231704,single,2023-05-18
451,2,Acróstico,Shakira,90,170785,single,2023-05-11
452,3,Supernova,Saiko,84,190909,single,2023-04-19
453,4,EL TONTO,Lola Indigo,83,187986,album,2023-04-13
454,5,El Merengue,Marshmello & Manuel Turizo,91,189668,single,2023-03-03
455,6,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,2023-03-24
456,7,Clavaito,Chanel & Abraham Mateo,80,162740,single,2023-04-27
457,8,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,83,215600,single,2023-05-12
458,9,Nochentera,Vicco,81,202184,single,2022-12-19
459,10,Classy 101,Feid & Young Miko,96,195986,single,2023-03-31
460,11,Yandel 150,Yandel,90,216148,album,2023-01-13
461,12,Mami Chula,Jhayco & Quevedo,86,220600,single,2023-04-28
462,13,Todo Contigo,Álvaro De Luna,79,165527,single,2023-03-17
463,14,TQG,KAROL G,96,197933,album,2023-02-24
464,15,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2023-03-17
465,16,Ella Baila Sola,Eslabon Armado,91,165671,album,2023-04-28
466,17,PLAYA DEL INGLÉS,Quevedo,83,237525,album,2023-01-20
467,18,La Bachata,Manuel Turizo,87,162637,album,2023-03-17
468,19,Coco Chanel,Eladio Carrion,92,208125,album,2023-03-17
469,20,Arena y Sal,Omar Montes & Saiko & Tunvao,71,174415,single,2023-05-18
470,21,WANDA,Quevedo,87,160909,album,2023-01-20
471,22,Cupido,TINI,84,174369,album,2023-02-16
472,23,Rara Vez,Taiu & Milo j,91,128677,single,2023-02-08
473,24,PUNTO G,Quevedo,86,151324,album,2023-01-20
474,25,MERCHO,LiL CaKe & Migrantes,90,161451,single,2022-12-16
475,26,Si La Calle Llama - Remix,Eladio Carrion,86,240000,album,2023-03-17
476,27,Los Ángeles,Aitana,83,158483,single,2023-03-29
477,28,69,Nicky Jam & Feid,80,221935,single,2023-05-19
478,29,Niña Bonita,Feid & Sean Paul,89,187653,single,2023-04-21
479,30,Mi Nena Remix,Maikel Delacalle & Quevedo,81,220000,single,2023-03-23
480,31,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,93,198937,single,2022-07-06
481,32,Hey Mor,Ozuna,91,196600,album,2022-10-07
482,33,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,94,214945,single,2023-01-11
483,34,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,2023-04-17
484,35,Antes,Rvfv & Edu García,79,153684,single,2023-03-10
485,36,Que te vaya bien,Rvfv,77,204960,single,2023-04-21
486,37,La Jumpa,Arcángel,87,255693,album,2022-12-01
487,38,CHORRITO PA LAS ANIMAS,Feid,91,168133,single,2022-12-02
488,39,Polaris,Saiko,77,192122,single,2022-08-26
489,40,Andando,Morad,74,261713,album,2023-05-12
490,41,Tattoo,Loreen,92,183374,single,2023-02-25
491,42,Arranca (feat. Omega),Becky G & Omega,83,166529,single,2023-03-10
492,43,MEMORIAS,Mora,82,228750,album,2022-04-01
493,44,VISTA AL MAR,Quevedo,82,180672,album,2023-01-20
494,45,AMARGURA,KAROL G,86,170480,album,2023-02-24
495,46,REMIX EXCLUSIVO,Feid,87,206946,single,2023-03-17
497,48,No Estuviste En Lo Malo,Morad,72,247680,album,2023-05-12
498,49,Flowers,Miley Cyrus,91,200600,album,2023-03-10
499,50,La Fiesta,Pedro Capó,74,201044,album,2022-12-02
500,1,WHERE SHE GOES,Bad Bunny,93,231704,single,2023-05-18
501,2,Acróstico,Shakira,90,170785,single,2023-05-11
502,3,Supernova,Saiko,84,190909,single,2023-04-19
503,4,EL TONTO,Lola Indigo,84,187986,album,2023-04-13
504,5,El Merengue,Marshmello & Manuel Turizo,91,189668,single,2023-03-03
505,6,Sangre y Fe,Cruz Cafuné,61,231500,album,2023-05-25
506,7,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,84,215600,single,2023-05-12
507,8,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,2023-03-24
508,9,Clavaito,Chanel & Abraham Mateo,81,162740,single,2023-04-27
509,10,Nochentera,Vicco,81,202184,single,2022-12-19
510,11,Classy 101,Feid & Young Miko,96,195986,single,2023-03-31
511,12,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2023-03-17
512,13,Yandel 150,Yandel,90,216148,album,2023-01-13
513,14,Ella Baila Sola,Eslabon Armado,91,165671,album,2023-04-28
514,15,TQG,KAROL G,96,197933,album,2023-02-24
515,16,Todo Contigo,Álvaro De Luna,79,165527,single,2023-03-17
516,17,PLAYA DEL INGLÉS,Quevedo,83,237525,album,2023-01-20
517,18,La Bachata,Manuel Turizo,87,162637,album,2023-03-17
518,19,Mami Chula,Jhayco & Quevedo,86,220600,single,2023-04-28
519,20,Coco Chanel,Eladio Carrion,92,208125,album,2023-03-17
520,21,Rara Vez,Taiu & Milo j,91,128677,single,2023-02-08
521,22,Cupido,TINI,84,174369,album,2023-02-16
522,23,Si La Calle Llama - Remix,Eladio Carrion,86,240000,album,2023-03-17
523,24,MERCHO,LiL CaKe & Migrantes,90,161451,single,2022-12-16
524,25,PUNTO G,Quevedo,86,151324,album,2023-01-20
525,26,WANDA,Quevedo,87,160909,album,2023-01-20
526,27,Niña Bonita,Feid & Sean Paul,89,187653,single,2023-04-21
527,28,Arena y Sal,Omar Montes & Saiko & Tunvao,72,174415,single,2023-05-18
528,29,Los Ángeles,Aitana,83,158483,single,2023-03-29
529,30,69,Nicky Jam & Feid,80,221935,single,2023-05-19
530,31,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,93,198937,single,2022-07-06
531,32,Hey Mor,Ozuna,91,196600,album,2022-10-07
532,33,Mi Nena Remix,Maikel Delacalle & Quevedo,81,220000,single,2023-03-23
533,34,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,94,214945,single,2023-01-11
534,35,4 PREZ,Cruz Cafuné,53,149484,album,2023-05-25
535,36,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,2023-04-17
536,37,La Jumpa,Arcángel,87,255693,album,2022-12-01
537,38,Antes,Rvfv & Edu García,79,153684,single,2023-03-10
538,39,Que te vaya bien,Rvfv,77,204960,single,2023-04-21
539,40,Polaris,Saiko,77,192122,single,2022-08-26
540,41,CHORRITO PA LAS ANIMAS,Feid,91,168133,single,2022-12-02
541,42,Arranca (feat. Omega),Becky G & Omega,83,166529,single,2023-03-10
542,43,Dios #1,Cruz Cafuné,56,200125,album,2023-05-25
543,44,Andando,Morad,74,261713,album,2023-05-12
544,45,Sin Gato (MIAU!),Rels B,63,148800,single,2023-05-25
545,46,Tattoo,Loreen,92,183374,single,2023-02-25
546,47,VISTA AL MAR,Quevedo,82,180672,album,2023-01-20
547,48,Cangrinaje,Cruz Cafuné,56,211765,album,2023-05-25
548,49,Flowers,Miley Cyrus,91,200600,album,2023-03-10
549,50,REMIX EXCLUSIVO,Feid,87,206946,single,2023-03-17
550,1,WHERE SHE GOES,Bad Bunny,94,231704,single,2023-05-18
551,2,Acróstico,Shakira,91,170785,single,2023-05-11
552,3,EL TONTO,Lola Indigo,84,187986,album,2023-04-13
553,4,Supernova,Saiko,84,190909,single,2023-04-19
554,5,El Merengue,Marshmello & Manuel Turizo,91,189668,single,2023-03-03
555,6,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,2023-03-24
556,7,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,84,215600,single,2023-05-12
557,8,Clavaito,Chanel & Abraham Mateo,81,162740,single,2023-04-27
558,9,Nochentera,Vicco,81,202184,single,2022-12-19
559,10,Classy 101,Feid & Young Miko,96,195986,single,2023-03-31
560,11,Sangre y Fe,Cruz Cafuné,65,231500,album,2023-05-25
561,12,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2023-03-17
562,13,Yandel 150,Yandel,90,216148,album,2023-01-13
563,14,TQG,KAROL G,96,197933,album,2023-02-24
564,15,Ella Baila Sola,Eslabon Armado,91,165671,album,2023-04-28
565,16,La Bachata,Manuel Turizo,87,162637,album,2023-03-17
566,17,PLAYA DEL INGLÉS,Quevedo,83,237525,album,2023-01-20
567,18,Mami Chula,Jhayco & Quevedo,86,220600,single,2023-04-28
568,19,Todo Contigo,Álvaro De Luna,79,165527,single,2023-03-17
569,20,Coco Chanel,Eladio Carrion,92,208125,album,2023-03-17
570,21,MERCHO,LiL CaKe & Migrantes,90,161451,single,2022-12-16
571,22,Rara Vez,Taiu & Milo j,91,128677,single,2023-02-08
572,23,Cupido,TINI,84,174369,album,2023-02-16
573,24,Si La Calle Llama - Remix,Eladio Carrion,86,240000,album,2023-03-17
574,25,PUNTO G,Quevedo,86,151324,album,2023-01-20
575,26,WANDA,Quevedo,87,160909,album,2023-01-20
576,27,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,93,198937,single,2022-07-06
577,28,Los Ángeles,Aitana,83,158483,single,2023-03-29
578,29,Niña Bonita,Feid & Sean Paul,89,187653,single,2023-04-21
579,30,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,94,214945,single,2023-01-11
580,31,Hey Mor,Ozuna,91,196600,album,2022-10-07
581,32,Arena y Sal,Omar Montes & Saiko & Tunvao,72,174415,single,2023-05-18
582,33,Mi Nena Remix,Maikel Delacalle & Quevedo,81,220000,single,2023-03-23
583,34,69,Nicky Jam & Feid,81,221935,single,2023-05-19
584,35,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,2023-04-17
585,36,La Jumpa,Arcángel,87,255693,album,2022-12-01
586,37,Antes,Rvfv & Edu García,78,153684,single,2023-03-10
587,38,Que te vaya bien,Rvfv,77,204960,single,2023-04-21
588,39,CHORRITO PA LAS ANIMAS,Feid,91,168133,single,2022-12-02
589,40,Arranca (feat. Omega),Becky G & Omega,83,166529,single,2023-03-10
590,41,Polaris,Saiko,77,192122,single,2022-08-26
591,42,DESPECHÁ,ROSALÍA,84,156787,album,2022-09-09
592,43,Tattoo,Loreen,92,183374,single,2023-02-25
593,44,Andando,Morad,74,261713,album,2023-05-12
594,45,VISTA AL MAR,Quevedo,82,180672,album,2023-01-20
595,46,4 PREZ,Cruz Cafuné,56,149484,album,2023-05-25
596,47,Flowers,Miley Cyrus,91,200600,album,2023-03-10
597,48,REMIX EXCLUSIVO,Feid,87,206946,single,2023-03-17
598,49,AMARGURA,KAROL G,86,170480,album,2023-02-24
599,50,Sin Gato (MIAU!),Rels B,67,148800,single,2023-05-25
600,1,WHERE SHE GOES,Bad Bunny,94,231704,single,2023-05-18
601,2,Acróstico,Shakira,91,170785,single,2023-05-11
602,3,Supernova,Saiko,84,190909,single,2023-04-19
603,4,EL TONTO,Lola Indigo,83,187986,album,2023-04-13
604,5,El Merengue,Marshmello & Manuel Turizo,91,189668,single,2023-03-03
605,6,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,2023-03-24
606,7,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,84,215600,single,2023-05-12
607,8,Clavaito,Chanel & Abraham Mateo,81,162740,single,2023-04-27
608,9,Nochentera,Vicco,81,202184,single,2022-12-19
609,10,Sangre y Fe,Cruz Cafuné,67,231500,album,2023-05-25
610,11,Classy 101,Feid & Young Miko,96,195986,single,2023-03-31
611,12,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2023-03-17
612,13,Yandel 150,Yandel,90,216148,album,2023-01-13
613,14,TQG,KAROL G,96,197933,album,2023-02-24
614,15,Ella Baila Sola,Eslabon Armado,91,165671,album,2023-04-28
615,16,PLAYA DEL INGLÉS,Quevedo,83,237525,album,2023-01-20
616,17,La Bachata,Manuel Turizo,87,162637,album,2023-03-17
617,18,Todo Contigo,Álvaro De Luna,79,165527,single,2023-03-17
618,19,Coco Chanel,Eladio Carrion,92,208125,album,2023-03-17
619,20,Mami Chula,Jhayco & Quevedo,86,220600,single,2023-04-28
620,21,Rara Vez,Taiu & Milo j,91,128677,single,2023-02-08
621,22,Si La Calle Llama - Remix,Eladio Carrion,86,240000,album,2023-03-17
622,23,PUNTO G,Quevedo,86,151324,album,2023-01-20
623,24,MERCHO,LiL CaKe & Migrantes,90,161451,single,2022-12-16
624,25,Cupido,TINI,84,174369,album,2023-02-16
625,26,WANDA,Quevedo,87,160909,album,2023-01-20
626,27,Los Ángeles,Aitana,83,158483,single,2023-03-29
627,28,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,93,198937,single,2022-07-06
628,29,Niña Bonita,Feid & Sean Paul,89,187653,single,2023-04-21
629,30,69,Nicky Jam & Feid,82,221935,single,2023-05-19
630,31,Mi Nena Remix,Maikel Delacalle & Quevedo,81,220000,single,2023-03-23
631,32,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,94,214945,single,2023-01-11
632,33,Hey Mor,Ozuna,91,196600,album,2022-10-07
633,34,Arena y Sal,Omar Montes & Saiko & Tunvao,73,174415,single,2023-05-18
634,35,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,2023-04-17
635,36,La Jumpa,Arcángel,87,255693,album,2022-12-01
636,37,Polaris,Saiko,77,192122,single,2022-08-26
637,38,Antes,Rvfv & Edu García,78,153684,single,2023-03-10
638,39,Que te vaya bien,Rvfv,77,204960,single,2023-04-21
639,40,CHORRITO PA LAS ANIMAS,Feid,91,168133,single,2022-12-02
640,41,Andando,Morad,74,261713,album,2023-05-12
641,42,Tattoo,Loreen,92,183374,single,2023-02-25
642,43,VISTA AL MAR,Quevedo,82,180672,album,2023-01-20
643,44,Arranca (feat. Omega),Becky G & Omega,83,166529,single,2023-03-10
644,45,DESPECHÁ,ROSALÍA,84,156787,album,2022-09-09
645,46,Flowers,Miley Cyrus,91,200600,album,2023-03-10
646,47,Flow Violento - Remix,YoSoyPlex & Ruven,75,166533,single,2023-01-13
647,48,AMARGURA,KAROL G,86,170480,album,2023-02-24
648,49,LA INOCENTE,Mora,88,202173,album,2022-04-01
649,50,No Estuviste En Lo Malo,Morad,73,247680,album,2023-05-12
650,1,WHERE SHE GOES,Bad Bunny,94,231704,single,2023-05-18
651,2,Supernova,Saiko,84,190909,single,2023-04-19
652,3,Acróstico,Shakira,91,170785,single,2023-05-11
653,4,EL TONTO,Lola Indigo,84,187986,album,2023-04-13
654,5,El Merengue,Marshmello & Manuel Turizo,91,189668,single,2023-03-03
655,6,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,85,215600,single,2023-05-12
656,7,Clavaito,Chanel & Abraham Mateo,81,162740,single,2023-04-27
657,8,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,2023-03-24
658,9,Sangre y Fe,Cruz Cafuné,68,231500,album,2023-05-25
659,10,Classy 101,Feid & Young Miko,96,195986,single,2023-03-31
660,11,Nochentera,Vicco,81,202184,single,2022-12-19
661,12,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2023-03-17
662,13,Yandel 150,Yandel,90,216148,album,2023-01-13
663,14,Ella Baila Sola,Eslabon Armado,91,165671,album,2023-04-28
664,15,PLAYA DEL INGLÉS,Quevedo,83,237525,album,2023-01-20
665,16,TQG,KAROL G,96,197933,album,2023-02-24
666,17,Todo Contigo,Álvaro De Luna,79,165527,single,2023-03-17
667,18,Coco Chanel,Eladio Carrion,92,208125,album,2023-03-17
668,19,Mami Chula,Jhayco & Quevedo,86,220600,single,2023-04-28
669,20,La Bachata,Manuel Turizo,87,162637,album,2023-03-17
670,21,Rara Vez,Taiu & Milo j,91,128677,single,2023-02-08
671,22,69,Nicky Jam & Feid,82,221935,single,2023-05-19
672,23,Cupido,TINI,84,174369,album,2023-02-16
673,24,MERCHO,LiL CaKe & Migrantes,90,161451,single,2022-12-16
674,25,Si La Calle Llama - Remix,Eladio Carrion,86,240000,album,2023-03-17
675,26,PUNTO G,Quevedo,86,151324,album,2023-01-20
676,27,Niña Bonita,Feid & Sean Paul,89,187653,single,2023-04-21
677,28,WANDA,Quevedo,87,160909,album,2023-01-20
678,29,Arena y Sal,Omar Montes & Saiko & Tunvao,73,174415,single,2023-05-18
679,30,Los Ángeles,Aitana,83,158483,single,2023-03-29
680,31,Mi Nena Remix,Maikel Delacalle & Quevedo,81,220000,single,2023-03-23
681,32,Hey Mor,Ozuna,91,196600,album,2022-10-07
682,33,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,93,198937,single,2022-07-06
683,34,Polaris,Saiko,77,192122,single,2022-08-26
684,35,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,2023-04-17
685,36,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,94,214945,single,2023-01-11
686,37,La Jumpa,Arcángel,87,255693,album,2022-12-01
687,38,Antes,Rvfv & Edu García,78,153684,single,2023-03-10
688,39,Que te vaya bien,Rvfv,77,204960,single,2023-04-21
689,40,CHORRITO PA LAS ANIMAS,Feid,91,168133,single,2022-12-02
690,41,Andando,Morad,75,261713,album,2023-05-12
691,42,Tattoo,Loreen,92,183374,single,2023-02-25
692,43,Arranca (feat. Omega),Becky G & Omega,83,166529,single,2023-03-10
693,44,VISTA AL MAR,Quevedo,82,180672,album,2023-01-20
694,45,AMARGURA,KAROL G,87,170480,album,2023-02-24
695,46,No Estuviste En Lo Malo,Morad,74,247680,album,2023-05-12
696,47,Flowers,Miley Cyrus,91,200600,album,2023-03-10
697,48,LA INOCENTE,Mora,88,202173,album,2022-04-01
698,49,DESPECHÁ,ROSALÍA,84,156787,album,2022-09-09
699,50,REMIX EXCLUSIVO,Feid,87,206946,single,2023-03-17
700,1,WHERE SHE GOES,Bad Bunny,95,231704,single,2023-05-18
701,2,Supernova,Saiko,84,190909,single,2023-04-19
702,3,Acróstico,Shakira,91,170785,single,2023-05-11
703,4,EL TONTO,Lola Indigo,84,187986,album,2023-04-13
704,5,El Merengue,Marshmello & Manuel Turizo,91,189668,single,2023-03-03
705,6,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,85,215600,single,2023-05-12
706,7,Clavaito,Chanel & Abraham Mateo,81,162740,single,2023-04-27
707,8,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,2023-03-24
708,9,Classy 101,Feid & Young Miko,96,195986,single,2023-03-31
709,10,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2023-03-17
710,11,Sangre y Fe,Cruz Cafuné,70,231500,album,2023-05-25
711,12,Nochentera,Vicco,81,202184,single,2022-12-19
712,13,Yandel 150,Yandel,90,216148,album,2023-01-13
713,14,Ella Baila Sola,Eslabon Armado,92,165671,album,2023-04-28
714,15,PLAYA DEL INGLÉS,Quevedo,83,237525,album,2023-01-20
715,16,TQG,KAROL G,96,197933,album,2023-02-24
716,17,La Bachata,Manuel Turizo,87,162637,album,2023-03-17
717,18,Coco Chanel,Eladio Carrion,92,208125,album,2023-03-17
718,19,Mami Chula,Jhayco & Quevedo,86,220600,single,2023-04-28
719,20,Cupido,TINI,84,174369,album,2023-02-16
720,21,Todo Contigo,Álvaro De Luna,79,165527,single,2023-03-17
721,22,Arena y Sal,Omar Montes & Saiko & Tunvao,73,174415,single,2023-05-18
722,23,MERCHO,LiL CaKe & Migrantes,90,161451,single,2022-12-16
723,24,Rara Vez,Taiu & Milo j,91,128677,single,2023-02-08
724,25,69,Nicky Jam & Feid,83,221935,single,2023-05-19
725,26,WANDA,Quevedo,87,160909,album,2023-01-20
726,27,PUNTO G,Quevedo,86,151324,album,2023-01-20
727,28,Niña Bonita,Feid & Sean Paul,89,187653,single,2023-04-21
728,29,Los Ángeles,Aitana,83,158483,single,2023-03-29
729,30,Si La Calle Llama - Remix,Eladio Carrion,86,240000,album,2023-03-17
730,31,Mi Nena Remix,Maikel Delacalle & Quevedo,81,220000,single,2023-03-23
731,32,Polaris,Saiko,77,192122,single,2022-08-26
732,33,Hey Mor,Ozuna,91,196600,album,2022-10-07
733,34,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,93,198937,single,2022-07-06
734,35,un x100to,Grupo Frontera & Bad Bunny,100,194563,single,2023-04-17
735,36,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,94,214945,single,2023-01-11
736,37,La Jumpa,Arcángel,87,255693,album,2022-12-01
737,38,CHORRITO PA LAS ANIMAS,Feid,91,168133,single,2022-12-02
738,39,Antes,Rvfv & Edu García,78,153684,single,2023-03-10
739,40,Que te vaya bien,Rvfv,77,204960,single,2023-04-21
740,41,AMARGURA,KAROL G,87,170480,album,2023-02-24
